wav_path,ground_truth
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.50.wav,sin lai e tiong kok i bin ka thian jian tau penn tok tsah lai
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.51.wav,ti su it kiu su liok it kiu su tshit lian sua nng tang huat sing thian lian tau si ik
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.52.wav,tshiau kue lak tshing e lang tioh pio
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.53.wav,tsit e lik su hoo lan e ka si si
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.54.wav,tse too sing e tsu i hong sia khak sit e sai tsin u hau lut lai khong tse thuan liam penn
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.55.wav,na tsu i hong sia e lang soo bo kau giah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.56.wav,poo pin lai tsit e king gua sua jip e penn tok
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.57.wav,thuan liam penn kho ling tio e tua pok huat
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.58.wav,hian tshu si tsin tse thuan jiam penn long in ui ik biau e tsin poo tit tioh khong tse
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.59.wav,sia hue e ui sing ma u khah un tong e po tsiong
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.6.wav,lan lang si tsian su e si tsun khah tse
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.60.wav,put ji ko suah ia u lang si ke leh han
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.61.wav,kong siann mih tsu i hong sia e pho huai lin the e bian ik he thong
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.62.wav,sim tsi kong tsu i hong sia e hoo gin a tioh tioh oo thi sing autism tsu pi tsing
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.63.wav,ti ing kok bat in ui tsia e ik biau iau gian
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.64.wav,tsit kua pe bu suah m kann hoo gin a tsu sia tshiah tshng ik biau
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.65.wav,ti su tsit ban nng tshing gua lang tshut phiah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.66.wav,tsit lang thuan hi pah lang thuan sit
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.67.wav,tsit ku gan gi e i su to si kong hong siann na tse lang han huah to na tsin sit e tai tsi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.68.wav,ka ki sin si hai tioh ka ki
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.69.wav,na si ke han tio e hai tioh pat lang
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.7.wav,tit tit kau beh si pah gua tang tsing
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.70.wav,lan boh tit hoo iau gian heh kiann tioh suah lai siong sin i
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.71.wav,ai khi liau kai ik biau e kho hak
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.72.wav,tshian ban m thang ka po hoo kian khong e
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.73.wav,tong tsue sun hai sin the e tsiah si
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.8.wav,ik biau e ki sut huat tian tshut lai liau au
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-4.9.wav,lan lang tsiah ti tsit tiunn tsian tsing nih u li a iann bin
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.0.wav,bun tsiong sam
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.1.wav,ian kang ko
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.10.wav,a pah a bu e tshiu ki a koh long kha be tshut khi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.11.wav,tshia sai kah bo iu ah beh an tsuann
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.12.wav,bo huat too sai kau tsit e tsng thau
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.13.wav,a pah to tshua gun kiann lip khi tshue lang tau sann kang
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.14.wav,tu kiann jip tsng hng hng to thiann tioh kau a leh pui e siann
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.15.wav,siang ping pinn a e tshiu a tshenn ling ling
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.16.wav,kim ng sik e jit thau tshiu
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.17.wav,ka khe tsui tshio kah na tshiunn ia tsit ian kim hun kang khuan
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.18.wav,tsui kau a tsui tsin tshing khi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.19.wav,u hi a ti hia siu lai siu khi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.2.wav,in siong siong tshim e tsit e soo tsai
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.20.wav,kau a kinn ma u tsim a ti hia pe kue lai pe kue khi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.21.wav,in e sin khu si thau kng e tsui tshinn sik li tshiann u kau tua tsiah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.22.wav,tak tsiah long u gua e tshiu poo hiah ni tua
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.23.wav,gun ti tsit king jin ke tshu gua khau tua siann huah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.24.wav,u lang ti leh bo
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.25.wav,kue tsiok ku e tsiah u tsit e a po a kiann tshut lai mng gun beh tshong siann
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.26.wav,a pah ka gun e tsing hing kong hoo i thiann
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.27.wav,i kong hia bo ka iu tsam ma bo bin siok
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.28.wav,a na gun bo soo tsai thang hioh khun
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.29.wav,tshu koh u pang king e sai tsioh gun tua
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.3.wav,tsok tsia lim bi le
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.30.wav,ah am tng beh khi to ui tsiah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.31.wav,a po a kong na bo khi hiam e tang kap in tso hue sit
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.32.wav,than thinn sik iah be loh oo
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.33.wav,i tshua gun khi i e tshai hng a ban tshai
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.34.wav,he peh tshai senn kah na kio buat leh u kau tua tsang
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.35.wav,tshang a kah ku tshai ma long khui peh hue ah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.36.wav,a po a kong ai tsing nia tsiah be khi lah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.37.wav,koh kong tsia e lang long tsin kut lat
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.38.wav,m na ka ki tsing tshai lian ke a ah a ma long ka ki tshi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.39.wav,a pah kong tsit e soo tsai u kau sing in se han tua e tsng kha
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.4.wav,u tsit ni a pah tsai guan khi lam tau tshit tho
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.40.wav,tshu si tsiann sin hoo ling
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.41.wav,tua thiann thau tsing koh u tsit e tiann
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.42.wav,tiann hia u tsit tai kha tah tshia
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.43.wav,tshai hng e pinn a u tsit e tsui hiap a
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.44.wav,te ha tsui u kau liang e
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.45.wav,gua ham sio mue na hiap tsui na hoo tsui sio phun u kau ho sng
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.46.wav,a bu ka a po a tau liam tshai
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.47.wav,a pah tue a kong a khi pha hi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.48.wav,hian liah hian tsu oo9
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.49.wav,in e sing uah hong sik na e tsiah kuai ki
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.5.wav,gun ian loo khuann ian loo sng
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.50.wav,tsiah am pa a po a iong tua tsau hiann sio tsui hoo gun se sin khu
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.51.wav,tshit peh tiam a nia kui tsng thau tio long tiam tsiuh tsiuh tshin tshiunn tsit e khang siann
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.52.wav,keh tng kang tsa khi a po a tsu mue tsian nng hoo gun tsiah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.53.wav,tsiah pa kiann tshut tsng thau tshue tioh gun e tshia
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.54.wav,suah huat hian ian9 jin kua i king senn sian liu khi lai ah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.55.wav,tse tse si siann mih tsing hing
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.56.wav,hiong hiong tsit tsiah tsiau a pue kue
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.57.wav,kannh~kannh~ suah ti gua e thau khak ting pang tsit phu sai
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.58.wav,lit thau phak tioh kha tshng ah koh leh khun
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.59.wav,a bu theh tam bin kin tui gua e bin u loh
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.6.wav,puann loo koh uat jip khi lai suann tshue i e ping iu
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.60.wav,gua tsiah hiong hiong kiann tshinn
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.61.wav,tsim a lah hi a lah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.62.wav,a po a lah long bo khi ah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.63.wav,bok hui gua si khi bang tioh thuan suat tiong e se gua tho guan
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.64.wav,ah kong ma kuai ki lah
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.65.wav,tsit e bo siu tioh u liam e se gua tho guan suah tsiann tso gua in siong siong tshim e soo tsai
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.7.wav,to ti beh tng lai e si huat sing tsit kiann tsin hai e tai tsi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.8.wav,in ui a pah m tsai an tsuann sai e suah sai kah m tsai loo khi
./data/tatmoe_test/condenser/KH_KHF1020/condenser-KH_KHF1020_A008-5.9.wav,hit si tsun tshia ting bo to hang
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.0.wav,soo li
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.1.wav,oo ku tsai siong liong tshat a tsiong guan tsai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.10.wav,kong thau tio tsai bue
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.2.wav,sann kha poo tsit kham tiam
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.3.wav,suan ki bo sai hu iong tsinn be tioh u
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.4.wav,iong i e thoo koo i e piah
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.5.wav,huainn tsha gia lip tsau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.6.wav,be tso niu sing tso kan
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.7.wav,te sann gong poo pin nng au hong
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.8.wav,tshau te lo koo tshit tong tshit tng tshannh tsit tang tsit tang tsham
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-1.9.wav,khi hoo kui phah tioh
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.0.wav,sing uah tui ue
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.1.wav,nng tsiah kau san a beh kue kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.10.wav,lang tsau tong but ma kuann beh sua ui tsiah be tsiah khui
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.11.wav,ban put it khi hoo khe tsui lau khi
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.12.wav,iah si pang suann khi hoo ham uah tai ah to tsiann put hing
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.13.wav,tng teh tsau siam to mia e kin kip tiong kan
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.14.wav,tik kong kio e nng ping
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.15.wav,hiong hiong kong kong tsong lai nng tsiah kau san a beh kue kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.16.wav,tang ping tsit tsiah beh ong sai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.17.wav,sai ping hit tsiah beh ong tang
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.18.wav,nng tsiah tang tse peh tsiunn kio ting
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.19.wav,kiann kau kio tiong ng kio lu io lu li hai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.2.wav,lai suann tau te u tsit pan kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.20.wav,kau san a sui lian kha tshiu me liah
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.21.wav,m koh tng tioh tsit khuan hong thai thinn
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.22.wav,beh kiann tsit khuan tik kong kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.23.wav,tik kong kut liuh siuh khe tsui koh tshuah lau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.24.wav,nng tsiah kau iu guan kiann kah phih phih tshuah
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.25.wav,pai thok li the au gua beh kuann kin tng lai khi khuann gua e lau pe
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.26.wav,beh the li m ka ki the
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.27.wav,gua ma beh kuann tng khi tshua gua e boo kiann to tsau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.28.wav,nng tsiah kau siang ma m niu siang
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.29.wav,thut lian kan tsit tsun tik piat tua e tua hong
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.3.wav,kan na iong tsit ki tik kong khue ti khe huann nng ping
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.30.wav,tsha tsit sut a to ka in sau loh khi khe a te
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.31.wav,ho hiam ah tann lan m thang koh ti tsia uan ke
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.32.wav,lan long lai to the the kau khe huann thau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.33.wav,gua huann tik kong hoo i tsai ui hit ping kue lai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.34.wav,lian au tsiah uann li huann tik kong
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.35.wav,uann gua ui tsit ping kiann kue khi
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.36.wav,an ne lan tsiah e ping an kue kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.37.wav,na bo tik kong kio kut koh io kah hiah li hai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.38.wav,kho ka ki kue kio an tsuan sit tsai m kann kua po tsing
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.39.wav,an ne ho bo
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.4.wav,io io hiann hiann sim tsit e sim tsit e
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.40.wav,iau si lau tua e khah bat to li
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.41.wav,tio thiann li e ue niu sio ti sing kiann
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.42.wav,tsiah koh hoo sio ti pang bang tua hiann an tsuan thong kue
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.43.wav,tio an ne hoo siong sio niu hoo siong pang tsan
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.44.wav,nng tsiah kau san a ping ping an an kue kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.45.wav,pian tso tsin ti ki e ho ping iu
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.5.wav,tsiann bo un ting
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.6.wav,khe tsui koh tshuah lau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.7.wav,beh kue tioh sio sim na bo tsin ui hiam
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.8.wav,tsit e bo se li tioh e puah tui khe a te loh khi
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-2.9.wav,hong thai thinn hong tua hoo ma tua koh u thoo tsioh liu
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.0.wav,bun tsiong it
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.1.wav,kong king bong ue
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.10.wav,ling hong tsit kang tsit kang khau kue lai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.11.wav,tsit ping si tshia liong hiu hiu kio e tua loo
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.12.wav,tsit ping si tshiu a bo kui tsang e kuan bin kong tiunn
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.13.wav,long bo thang tsah hong bo thang bih kuann
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.14.wav,kiann kau kuan bin tai to sin tsam loo khau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.15.wav,khia ti hia tan tshenn ang ting e si
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.16.wav,tsit giah thau tsiann tshiu ping tui bin kui a tong tng teh khi e tua lau
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.17.wav,tsiau kong tam tsui ma u be tsio kuan lau a
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.18.wav,sit tsai bo siann mih tat tit tua kiann sio kuai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.19.wav,m ku kho ling si tsit tsiong lui su khuann tioh thuan suat tiong e te ong e sim tsing pah
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.2.wav,pang kio kiss
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.20.wav,pang kio sin tsam tui bin tai pak kuan tsing hu pinn a
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.21.wav,na tai pak tshi e sin gi ke ue khu kang khuan
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.22.wav,tsia si tai pak kuan e sin pan tik khu
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.23.wav,khong kim koh pau gin ah
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.24.wav,it li tsap lau ting
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.25.wav,tiau tshia e tshiu kut tshun tui puann khong tiong giah u kau kuan
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.26.wav,ho tshin tshiunn kho huan phinn e tsing king
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.27.wav,gua tshenn ting kue tsit puann tsiann tiu tu
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.28.wav,siunn siunn e ia si koh uat tng khi
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.29.wav,khia ti loo khau ka phoo a theh tshut lai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.3.wav,tsok tsia ong tsiau hua
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.30.wav,tsiong hit e ue bin tshau tshau ue loh lai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.31.wav,gua siunn tioh ting lit a khi ping iu e ue sik
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.32.wav,thang a phah khui e ping tioh si sin gi loo
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.33.wav,tsiat un sin tsng suann tng teh si kang
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.34.wav,ui tsap lau khuann loh khi
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.35.wav,te bin siong kue loo lang khuann be tioh e
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.36.wav,ui li a lai e kang te
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.37.wav,ting i si tsit pak tng tng tng e tsing tshai e ue kng
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.38.wav,ping iu kong i ue sik e gin a tak ke long tsiok ai khuann e
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.39.wav,khuann kang lang tso kang khuann thoo la kuh tshia thoo
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.4.wav,kin a sin tsuan tsip te tsit pai lok tshiunn kua e poo hun
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.40.wav,tua lang kam kak bo siann mih ho khuann e
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.41.wav,in tak pai long phak ti thang a pinn khuann kah tsiok tshu bi tsiok huann hi
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.42.wav,kin a lit e tik piat thing loh lai ue too
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.43.wav,u tsit puann a si sim kuann lai e gin a sing ngiauh khi lai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.44.wav,siunn tioh ka ki se han ma si tsiok ai khuann lang khi tshu
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.45.wav,u si gin a phuann sio tsio kiann lan lai khuann lang kiss
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.46.wav,hit e huan tshu tsit thah khi e si tai
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.47.wav,khuann lang khi tshu khuann u tsioh a thang khioh bo
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.48.wav,si ke siu tsip tsioh a tsiok hing e
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.49.wav,kau gin a m tsai tui to oh lai e tai gi khiunn ing gi kiss khi suh
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.5.wav,lok im sik ti pang kio
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.50.wav,thiann khi lai kah khi tshu e im beh kang a beh kang
./data/tatmoe_test/condenser/KH_KHF1021/condenser-KH_KHF1021_A009-3.51.wav,bok bing ki miau pian tso liu hing
