index,wav_path,ground_truth,emotion,prediction,lev_distance
1545,./data/wav_gen/wav/001545_indextts_surprised.wav,it puann hua gi na si tshing hoo tso 陶瓷,surprised,i puann hua gi na si tshin hoo tsoo，tau tsi tiohai,17
1546,./data/wav_gen/wav/001546_indextts_fearful.wav,lan tio tit tsiap ka kio tso hui a to ho,fearful,lan tioh tit tsiah，ka kio tsoo hui a too ho,5
1547,./data/wav_gen/wav/001547_indextts_fearful.wav,m ko,fearful,m koo,1
1548,./data/wav_gen/wav/001548_indextts_neutral.wav,tshoo hui kap iu hui beh an tsuann lai khu piat,neutral,tshoo hui kah iu hui beh an tsuan lai ku piat,3
1549,./data/wav_gen/wav/001549_indextts_sad.wav,lan tsi iau kan tan pa ak hong hue tsui thoo si li,sad,lan tsi iau kan tan pa ak，hong hue tsui thoo si li,1
1550,./data/wav_gen/wav/001550_indextts_sad.wav,tio e sai khin khin sang sang u kua khai liam oo9,sad,tioh e sai khin khin sang sang u kua khai liam oo,2
1551,./data/wav_gen/wav/001551_indextts_surprised.wav,sing lai khuann thoo e tsha piat,surprised,sing lai khuann thoo e tsha piat,0
1552,./data/wav_gen/wav/001552_indextts_fearful.wav,na beh sio tshut iu hui,fearful,na be sio tshui iu hui,2
1553,./data/wav_gen/wav/001553_indextts_sad.wav,it ting toh ai iong ko nia thoo,sad,it ting to ai iong ko nia thoo,1
1554,./data/wav_gen/wav/001554_indextts_sad.wav,tsok tsia lim tshong bing,sad,tsok tsia，lin tshong bing,2
1555,./data/wav_gen/wav/001555_indextts_happy.wav,in ui ko nia thoo lai te tsha put to bo thih a ting ting e tsap tsit,happy,in ui ko nia thoo lai te tsha put to boo thi a ting ting e tsap tsit,2
1556,./data/wav_gen/wav/001556_indextts_neutral.wav,soo i na si uan tsuan bo kap iu,neutral,soo i na si uan tsuan boo kah iu,2
1557,./data/wav_gen/wav/001557_indextts_angry.wav,sio tshut lai e iu hui e tsin ua kin peh sik,angry,siau tshu lai e iu hui e tsin ua kin peh sik,3
1558,./data/wav_gen/wav/001558_indextts_angry.wav,ti koo tsa e se iunn se kai,angry,ti koo pah e sian iu se kai,8
1559,./data/wav_gen/wav/001559_indextts_happy.wav,in bo huat too sio tshut tsit tsiong iu hui,happy,in moo hua too sio tshut tsit tsiong iu hui,3
1560,./data/wav_gen/wav/001560_indextts_fearful.wav,long e ka i kio tso peh kim,fearful,long e ka i ko tsoo pe kim,3
1561,./data/wav_gen/wav/001561_indextts_surprised.wav,na si it puann tshoo hui e thoo tsit,surprised,na si it puann tshoo hui e thoo tsit,0
1562,./data/wav_gen/wav/001562_indextts_sad.wav,na bo kap iu,sad,na bo kap iu,0
1563,./data/wav_gen/wav/001563_indextts_angry.wav,sio tshut lai tio be si peh sik e,angry,sio tshut lai，tioh be si peh sik e,2
1564,./data/wav_gen/wav/001564_indextts_disgusted.wav,koh lai si tsui e khai liam,disgusted,ko lai si tsui e khai liam,1
1565,./data/wav_gen/wav/001565_indextts_happy.wav,lan sing uah tang tiong u tsiok tse hui a e tse phin,happy,lan sin uah tang tiong u tsiok tse hui a e tse phin,1
1566,./data/wav_gen/wav/001566_indextts_fearful.wav,tiau kiann si ai sio ho kiam bo kap iu e hui a,fearful,tiau kiann si ai sio hoo kiam boo kah iu e hui a,3
1567,./data/wav_gen/wav/001567_indextts_surprised.wav,lan na si ka iu hui te tsui,surprised,lan na si ka iu hui te tsui,0
1568,./data/wav_gen/wav/001568_indextts_disgusted.wav,i si be siap tsui tshut lai e,disgusted,i si be siap tsui tshut lai e,0
1569,./data/wav_gen/wav/001569_indextts_fearful.wav,siong tui na si tshoo hui theh lai te tsui,fearful,siong tui na si tshoo hui theh lai te tsui,0
1570,./data/wav_gen/wav/001570_indextts_neutral.wav,i tio e ban ban a ban ban a siap tsui tshut lai,neutral,i tioh e ban ban a，ban ban a siap tsui tshut lai,2
1571,./data/wav_gen/wav/001571_indextts_fearful.wav,ji tshiann iu hui e khip tsui lut tsuat tui ai ke kue sann pha i ha tsiah e sai,fearful,ni tshiann iu hui e khi tsui lu，tsuat tui ai ke kue sann pha i ha tsiah e tsai,5
1572,./data/wav_gen/wav/001572_indextts_fearful.wav,iau e ki tit nng tang tsing,fearful,iau e kit ti nng tang tsing,2
1573,./data/wav_gen/wav/001573_indextts_surprised.wav,thiann tit tioh phau ka pi se kai kuan kun e tai uan suan tshiu kong,surprised,phiann tit tioh phau ka pi，se kai，kuan kun e tai uan san tshiu kong,4
1574,./data/wav_gen/wav/001574_indextts_sad.wav,i tioh tsiong e ki tiong tsit e tiong iau in soo,sad,i tioh tsiong e ki tiong tsit e tiunn iau in soo,2
1575,./data/wav_gen/wav/001575_indextts_surprised.wav,tio si ti ing ko be e ka pi pue a,surprised,tioh si ti，in ko be e ka pi pue a,3
1576,./data/wav_gen/wav/001576_indextts_angry.wav,m koh he tau te si siann mih khuan tsai tsit leh,angry,m koh he tau te si siann mih khuan tsai tsit e,2
1577,./data/wav_gen/wav/001577_indextts_sad.wav,i tiau kang king suan khip tsui lut tsok ke e iu hui pue a,sad,i tiau kang kin suan khi tsui luh，tsok ke e iu hui pue a,4
1578,./data/wav_gen/wav/001578_indextts_neutral.wav,hoo phau tshut lai e ka pi,neutral,hoo phau tshut lai ka pi,2
1579,./data/wav_gen/wav/001579_indextts_sad.wav,lai te e hue phang kah kue tsi phang khi,sad,lai te e hue phang kah kue tsi phang khi,0
1580,./data/wav_gen/wav/001580_indextts_neutral.wav,uan tsuan be hoo pue a ing hiong lai khip siu khi,neutral,uan tsuan be hoo pue a ing hiong lai khip siu khi,0
1581,./data/wav_gen/wav/001581_indextts_sad.wav,phing sim e tang phinn tioh tsap tsiok e phang khi,sad,phin sim e tang phinn tioh tsap tsiok e phang khi,1
1582,./data/wav_gen/wav/001582_indextts_sad.wav,hoo i e ka pi tsok phin,sad,hoo i e ka pi tsok phin,0
1583,./data/wav_gen/wav/001583_indextts_sad.wav,e sai uan tsuan tian hian tshut guan lai e khi bi,sad,e sai uan tsuan tian hian tshut kuan nai e khi bi,2
1584,./data/wav_gen/wav/001584_indextts_surprised.wav,m tsiah u ki hue lai tioh tsiong,surprised,m tsiau ki hue lai tioh tsiong,2
1585,./data/wav_gen/wav/001585_indextts_angry.wav,sua loh si hue e in soo,angry,sua looh，si hue e in sooh,3
1586,./data/wav_gen/wav/001586_indextts_neutral.wav,hue soo tai piau e si un too kah thang kong sing,neutral,hue soo tai piau e si，un too kah thang kong sing,1
1587,./data/wav_gen/wav/001587_indextts_surprised.wav,tsiok tse lang sa bo tsang,surprised,tsiok tse lang sa boo tsang,1
1588,./data/wav_gen/wav/001588_indextts_disgusted.wav,tai sing si un too ai sio kah tsha put to tsit tshing nng pah sann tsap kau tsit tshing nng pah peh tsap too tso iu e kuan un i siong,disgusted,tai sing si un too ai sio kah tsha put to tsit tshing nng pah sann tsap kau tsit tshing nng pah peh tsa too，soo iu e kuan un i siong,4
1589,./data/wav_gen/wav/001589_indextts_neutral.wav,i tsiah e lai tsiann tso iu hui e tiau kiann tsi it,neutral,i tsia e lai tsia tsoo iu hui e tiau kiann tsi it,4
1590,./data/wav_gen/wav/001590_indextts_angry.wav,na si it puann tshoo hui e thoo tsit,angry,na si it puann tshoo hui e thoo tsit,0
1591,./data/wav_gen/wav/001591_indextts_surprised.wav,nge beh sio kah tsit tsiong kuan un,surprised,nge be sio kah tsit tsiong kuan un,1
1592,./data/wav_gen/wav/001592_indextts_sad.wav,na m si sio kah phua phua khi,sad,na m si sio kah phua phua khi,0
1593,./data/wav_gen/wav/001593_indextts_angry.wav,bo tio si tsok phin e lai khu kha khi,angry,bo，tioh si tsa ping e lai khu kha khi,6
1594,./data/wav_gen/wav/001594_indextts_disgusted.wav,koh lai si hue soo tai piau e thang kng sing,disgusted,koh lai si hue soo tai piau e thang kng sing,0
1595,./data/wav_gen/wav/001595_indextts_disgusted.wav,tshoo hui ka theh lai tsio kng si tsuat tui be thang kng,disgusted,tshoo hui ka theh lai tsioh kng si tsuat tui，me thang kng,3
1596,./data/wav_gen/wav/001596_indextts_neutral.wav,na si uan tsuan bo kap iu e iu hui ka theh lai tsio kng,neutral,na si uan tsuan bo kah iu e iu hui ka theh lai tsioo kng,2
1597,./data/wav_gen/wav/001597_indextts_disgusted.wav,i tio e sio khua thang kng,disgusted,i tioh e sio khua thang kng,1
1598,./data/wav_gen/wav/001598_indextts_sad.wav,koh khah mai kong beh an tsuann lai khu piat ooh,sad,koh kha mai kong be an tsuann lai e khu peh looh,8
1599,./data/wav_gen/wav/001599_indextts_fearful.wav,tsue au si hong e tsok iong,fearful,tsue iau si hong e tsu iong,3
1600,./data/wav_gen/wav/001600_indextts_neutral.wav,tse si in ui hong u huat too thuan sang siann im,neutral,tse si in ui hong u huat too thuan sang siann im,0
1601,./data/wav_gen/wav/001601_indextts_neutral.wav,na si iu hui ing tshiu ka tiak khuann mai a,neutral,na si iu hui in tshiu，ka tiap khuann mai ah,4
1602,./data/wav_gen/wav/001602_indextts_surprised.wav,i e siann im e pi tiak tshoo hui e siann im koh khah tshe tsit kua,surprised,i e sia im e pi tiak tshoo hui e sia im koh khah tsheh tsit kua,5
1603,./data/wav_gen/wav/001603_indextts_happy.wav,siong tui tshoo hui e siann im e khah tun,happy,siong tui tshoo hui e siann i e khah tun,1
1604,./data/wav_gen/wav/001604_indextts_surprised.wav,m tsai an ne senn tshoo hui kap iu hui e kan tan khu piat,surprised,m tsai an ne se tshoo hui kah iu hui e kan tam phu piat,5
1605,./data/wav_gen/wav/001605_indextts_neutral.wav,si m si tsin sim sik,neutral,sim si tsin sim sik,1
1606,./data/wav_gen/wav/001606_indextts_fearful.wav,ban it na si tu tioh u lang kok pih tiau kang beh sit giam,fearful,ban it na si tu tioh u lang copy，kiau kang beh si iam,9
1607,./data/wav_gen/wav/001607_indextts_happy.wav,iong ko nia thoo kah tshoo hui a thoo lam lam tso hue khi sio,happy,iong konn a thoo kah tshoo hui a thoo lan lam tso hue khi sio,3
1608,./data/wav_gen/wav/001608_indextts_disgusted.wav,koh sio tshut ua beh tsit tshing nng pah too tso iu kuan un e tsok phin,disgusted,koh sio tshut，gua be tsit tshin nng pah too tsoo iu kuang un e tsok phi,7
1609,./data/wav_gen/wav/001609_indextts_angry.wav,tai sing hua gi kong e 陶,angry,tai sing hua gi kong e tau e,5
1610,./data/wav_gen/wav/001610_indextts_angry.wav,tioh m tsai iann beh an tsuann tshing hoo,angry, tioh m tsai a be an tsuann tshin khoo,7
1611,./data/wav_gen/wav/001611_indextts_sad.wav,si tshoo hui iah si iu hui,sad,si tshoo hui ia si iu hui,1
1612,./data/wav_gen/wav/001612_indextts_neutral.wav,bo iau kin lan tioh tit tsiap kio i hui a tio ho,neutral,bo iau kin，lan too tit tsiap kio i kui a，tioh ho,6
1613,./data/wav_gen/wav/001613_indextts_neutral.wav,lan tio ka kio tso tshoo hui,neutral,lan tioh ka kio tsoo tshoo hui,2
1614,./data/wav_gen/wav/001614_indextts_angry.wav,na si hua gi kong e 瓷,angry,na si hua li kong e，tsih,6
1615,./data/wav_gen/wav/001615_indextts_neutral.wav,bun tsiong li,neutral,bun tsiong li,0
1616,./data/wav_gen/wav/001616_indextts_neutral.wav,tiong kok beh hoo lan kok bin thai gu liok ui hue bo pian poo,neutral,tiong kok be hoo lan kok bin thai gu，liok ui hue bo pian poo,2
1617,./data/wav_gen/wav/001617_indextts_neutral.wav,ng bang tiong kok ti tui kiu sit lik the sing e si,neutral,ngh mang tiong kok，ti tui kiu si lik the sing e si,4
1618,./data/wav_gen/wav/001618_indextts_neutral.wav,ma ai ing sin li loo lai khuann thai liong huann kuan he,neutral,ma ai ing sin li loo，lai khuann tai liong huann kuan he,2
1619,./data/wav_gen/wav/001619_indextts_fearful.wav,tiong kiong tsap kau tai ui tsa khi kau tiam khai si,fearful,tiong kiong tsak kau tai ui tsa khi kau tiam khai si,1
1620,./data/wav_gen/wav/001620_indextts_fearful.wav,習近平 ti kang tsok po ko lai te,fearful,thng hng tsin pin ti kang tsoo po ko lai te,18
1621,./data/wav_gen/wav/001621_indextts_sad.wav,u si pai kong tioh kiu li kiong sik,sad,u si pai kong tioh kiu li kiong sit,1
1622,./data/wav_gen/wav/001622_indextts_fearful.wav,piau si tsit e tiong kok guan tsik si liong huann kuan he e tsing ti kin te,fearful,piau si tsit e tiong koo kuan tsit si，liong hua kuan he tsing ti kin te,8
1623,./data/wav_gen/wav/001623_indextts_angry.wav,sing lin kiu ji kiong sik jin tong liong huann kang siok tsit e tiong kok,angry,sin lin kiu ti kiong sip，jin tong lium hua kang siok tsit e tiong kok,9
1624,./data/wav_gen/wav/001624_indextts_sad.wav,siang hong e tui ue tio thang khi kiann,sad,siang hong e tui ue tioh thang khi kiann,1
1625,./data/wav_gen/wav/001625_indextts_disgusted.wav,tai uan jim ho tsing tong kah thuan the beh ham tiong kok lai khi ma be u tsoo gai,disgusted,tai uan tsin ho tsian tong kah thuan the beh ham tiong kok lai khi bah be u tsoo gai,7
1626,./data/wav_gen/wav/001626_indextts_angry.wav,tat tit tsu i e si,angry,ta ti tsu i e si,2
1627,./data/wav_gen/wav/001627_indextts_angry.wav,tsok tsia lua tsiau lam,angry,tsok tsia lua tsiau lam,0
1628,./data/wav_gen/wav/001628_indextts_sad.wav,習近平 koh kong,sad,ling ping ping，koh kong,14
1629,./data/wav_gen/wav/001629_indextts_surprised.wav,beh tsiau 兩岸一家親 e li liam,surprised,pek tsiau，e an i tsia le e li liam,16
1630,./data/wav_gen/wav/001630_indextts_neutral.wav,tauh tauh a hoo tai uan tong pau ti tai liok hak sip tshong giap sing uah,neutral,tau tau a hoo tai uan tong pau ti tai liok ha sip，tshong iap sing ua,6
1631,./data/wav_gen/wav/001631_indextts_disgusted.wav,the kiong kah tai liok tong pau kang khuan e thai gu,disgusted,theh kiong kah tai lioh tong pau kang khuan e thai u,3
1632,./data/wav_gen/wav/001632_indextts_fearful.wav,u hun sik in sut bing thuan tai hak liong huann gian kiu tiong sim tsu lim kiam kau siu iunn khai hong e kai sueh,fearful,u hun si in su bin thuan tai hak liong hua ian kiu tiong sin tsu lin kiang kau siu iunn khai hong me kai sueh,11
1633,./data/wav_gen/wav/001633_indextts_sad.wav,tiong kiong tsit kui tang ka liong huann kau liu e tiong tiam ui tai uan sua kau tiong kok,sad,tiong kiong tsit kui tang，ka liong huann kau liu e tiong tiam ui tai uan sua kau tiong kok,1
1634,./data/wav_gen/wav/001634_indextts_surprised.wav,beh siann tai uan e siau lian lang kau tiong kok tshong giap un thau loo,surprised,be sia，tai uan e siau lian lang kau tiong koo tshong giap un thau loo,5
1635,./data/wav_gen/wav/001635_indextts_disgusted.wav,bi lai tai pau tsing e ho be,disgusted,bi lai tai bau tsing e ho be,1
1636,./data/wav_gen/wav/001636_indextts_happy.wav,phah sng beh kai kah kah tiong kok kong bin kang khuan,happy,phah sng me kai kah kah tiong kok kong bin kang khuan,2
1637,./data/wav_gen/wav/001637_indextts_surprised.wav,hoo tai uan lang ti tiong kok be ko thih phio thang kah tiong kok lang kang khuan,surprised,hooh tai uan lang ti tiong koo be ko thih phio，thang kah tiong kok lang kang khuan,3
1638,./data/wav_gen/wav/001638_indextts_sad.wav,tiong kok kiong san tong te tsap kau tshu tsuan kok tai piau tai hue tsap gueh tsap peh khui boo,sad,tiong koo kiong san tong te tsa kau tshu，tsuan koo tai piau tai hue tsap kue tsap peh khui boo,6
1639,./data/wav_gen/wav/001639_indextts_surprised.wav,bian pai tui tit tsiap lu kha jip tsam ka thiam li pian sing,surprised,bian pai tui，ti tsiah lu kha jit tsam ka thiam li pian sing,4
1640,./data/wav_gen/wav/001640_indextts_happy.wav,iong khai hong jin ui,happy,iong khai hong lin ui,1
1641,./data/wav_gen/wav/001641_indextts_neutral.wav,tse huan se piau si tiong kiong tui ka ti e huat tian tsin u sin sim,neutral,tse huan se piau si tiong kiong tui ka ti e huat tian tsin u sin sim,0
1642,./data/wav_gen/wav/001642_indextts_happy.wav,tsun si tai uan lang lai kau tiong kok sia hue,happy,tsng si tai uan lang lai kau tiong kok siah huat hue,8
1643,./data/wav_gen/wav/001643_indextts_fearful.wav,tio e tang ka liong huann e kha poo giu khah ua leh,fearful,tioh e tang ka liong hua e kha poo，iu khau a leh,7
1644,./data/wav_gen/wav/001644_indextts_neutral.wav,liok ui hue e sing bing tsi tshut,neutral,liu ui hue sin min tsi tshut,7
1645,./data/wav_gen/wav/001645_indextts_fearful.wav,tiong kiong tsap kau tai po ko tui tai tsing tshik uan na bo pian poo,fearful,tiong kiong tsa kau tai poo koo tui tai kin tshik，uah na boo pian poo,9
1646,./data/wav_gen/wav/001646_indextts_fearful.wav,koh tiau kang kik tshut the hong nua tsah e thai too,fearful,koh tiau kang kit tshut the hong，gua tsai tai too,7
1647,./data/wav_gen/wav/001647_indextts_surprised.wav,lok ui hue hoo iok tui huann tsin bak khuann tiong tsit e su sit,surprised,lok ui hue，hoo iok tui hua tsin bah khuah tiong tsi e su sit,7
1648,./data/wav_gen/wav/001648_indextts_sad.wav,koo tsit ping nge beh tsiann e it tiong guan tsik kah tsit kok nng tse,sad,koo tsit pin nge be tsiann e it tiong guan tsit ka tsit koh nng tse,5
1649,./data/wav_gen/wav/001649_indextts_angry.wav,tiong kiong tsong su ki 習近平 leh po ko e si,angry,tiong iau tau soo khi hiah tin pin，gue pau koo e si,28
1650,./data/wav_gen/wav/001650_indextts_neutral.wav,tsin oh hann kue bin sim e tshim kau,neutral,tsin oh ha kue bin sim e tshim kau,2
1651,./data/wav_gen/wav/001651_indextts_neutral.wav,liok ui hue kiong tiau,neutral, liau ui hue kiong tiau,3
1652,./data/wav_gen/wav/001652_indextts_angry.wav,tshua tsing hu u tsam tsat bo jia khang,angry,tshua tsik hu u tsam tsat，bo jia khang,3
1653,./data/wav_gen/wav/001653_indextts_sad.wav,ui tshi hian hong tsun tiong it kiu kiu ji ni liong hue hue tam lik su su sit e lip tiunn bo pian,sad,ui tshi hian hong，tsun tiong it kiu kiu ni ni，liong hue hue tham lik su su sit e lip tiunn bo pian,4
1654,./data/wav_gen/wav/001654_indextts_surprised.wav,m koh tiong hua bin kok si tsu kuan kok ka,surprised,m koh tiong hua bin kok si tsu khuan kok ka,1
1655,./data/wav_gen/wav/001655_indextts_happy.wav,tai uan e bi lai kah liong huann kuan he si nng tshing sann pah ban lang e kiong tong suan tik,happy,tai uan e bi lai kah liong hua kuan he si nng tshin sa pah ban lang e kiong tong suan tip,6
1656,./data/wav_gen/wav/001656_indextts_fearful.wav,liong huann ai tso hue tshiau tshue sio kau tshap e sin loo,fearful,liong huann ai tso hue tshiau tshue sio kau tshap e sin loo,0
1657,./data/wav_gen/wav/001657_indextts_sad.wav,tsim tui tiong kiong tsap kau tai e po ko,sad,tsin tui tiong kiong tsa kau tai e po ko,2
1658,./data/wav_gen/wav/001658_indextts_happy.wav,si tai lik liong piau si,happy,si tai li liong piau si,1
1659,./data/wav_gen/wav/001659_indextts_surprised.wav,tsi tshi tshua tsong thong tsun tiong kiu ji hue tam lik su su sit e tsing tshik te tiau,surprised,tsi tshi tshua tsong thong，tsun tiong kiu lih hue tam，lik suh sit e tsing tshik te tiau,7
1660,./data/wav_gen/wav/001660_indextts_angry.wav,tu liau koh kiong tiau kian kuat huan tui ping ap tse tai tok se lik,angry,tu liau kok kiong tiau，kin kua huan tui ping a tse tai tok se lik,5
1661,./data/wav_gen/wav/001661_indextts_neutral.wav,ma hoo iok tiong kiong ti tsit e tiong kok tsit e tai uan e ki tshoo siong,neutral,ma hoo io tiong kiong ti tsit e tiong kok，tsit e tai uan e ki tshoo siong,2
1662,./data/wav_gen/wav/001662_indextts_angry.wav,kah tai uan tsing hu tui ue khi tso liong huann tsing siong liong sing e kau tshap kuan he,angry,kah tai uan tsing hu tui ue，khi tso liu hua tsing siong liong sing e kau tshap kuan he,6
1663,./data/wav_gen/wav/001663_indextts_sad.wav,ling gua tsit hong bin,sad,lin ua tsit hong bin,2
1664,./data/wav_gen/wav/001664_indextts_angry.wav,kok bin tong tsu sik ngoo tun gi kong,angry,koo bin tong tsu sik，ngoo tun gi kong,2
1665,./data/wav_gen/wav/001665_indextts_sad.wav,ai u it tiong kok piau e kiu ji kiong sik,sad,ai u it tiong kok piau e，kiu ji kiong sik,1
1666,./data/wav_gen/wav/001666_indextts_angry.wav,tsiah thang po tsing tiong hua bin kok e tsu kuan kah tsun giam,angry,tsiah thang po tsing tiong hua bin kok e tsu kuan ka，tsun giam,2
1667,./data/wav_gen/wav/001667_indextts_disgusted.wav,ma kong tioh tui tai khang khue e tiong tiam,disgusted,ma kong tioh tui tai khang khue e tiong tiam,0
1668,./data/wav_gen/wav/001668_indextts_disgusted.wav,the kiong tai uan lang ti tiong kok e kok bin thai gu,disgusted,the kiong tai uan lang ti tiong kok e kok min thai gu,1
1669,./data/wav_gen/wav/001669_indextts_sad.wav,hing tsing inn tai liok ui uan hue lin ui,sad,thin tsin i，tai liok ui uan hue lin ui,6
1670,./data/wav_gen/wav/001670_indextts_happy.wav,tiong kok tui tai tsing tshik bo pian poo tsin phah sng,happy,tiong koo tui tai king thiat boo pian poo tsin phah sng,7
1671,./data/wav_gen/wav/001671_indextts_happy.wav,bun tsiong sam,happy,bun tsiong sam,0
1672,./data/wav_gen/wav/001672_indextts_disgusted.wav,liau sia e ge sut,disgusted,liau sia e ge sut,0
1673,./data/wav_gen/wav/001673_indextts_surprised.wav,lian kah u tsit kang tat kau hit e tsi kuan e king kai,surprised,lian kah u tsit kang tak kau，hit e tsi kuan e kin kai,3
1674,./data/wav_gen/wav/001674_indextts_fearful.wav,kio tso ge sut,fearful,kio tsoo，ge sut,2
1675,./data/wav_gen/wav/001675_indextts_surprised.wav,na si e tang sng tshut guan liong kui pian,surprised,na si e tang sang tshu，guan liong kui pian,3
1676,./data/wav_gen/wav/001676_indextts_disgusted.wav,an ne tio si iau bue guan liong,disgusted,an ne tioh si iau bue uan liong,2
1677,./data/wav_gen/wav/001677_indextts_surprised.wav,ia soo kong e tshit tsap e tshit pian,surprised,ia soo kong e tshit tsap e tshit piat,1
1678,./data/wav_gen/wav/001678_indextts_fearful.wav,tsiu si tshin tshiunn lan kong e tshit tshit si tsap kau pian,fearful,tsiu si tshin tshiu lan，kong e tshit tshit si tsak kau pian,4
1679,./data/wav_gen/wav/001679_indextts_angry.wav,tio si m tsai iann kui pian,angry,tioh si m tsai iann kui pian,1
1680,./data/wav_gen/wav/001680_indextts_fearful.wav,it tit kau uan tsuan bo teh ti i,fearful,i ti kau uan tsuan bo te ti,5
1681,./data/wav_gen/wav/001681_indextts_happy.wav,bo koh khioh hun,happy,bo koh khioo hun,1
1682,./data/wav_gen/wav/001682_indextts_disgusted.wav,m koh lan thak bi kok lin bun tsu gi tai su pang liong e khuan iong,disgusted,m koh lan thah bi koh lin mun tsu gi tai su pang liong e khuan iong,3
1683,./data/wav_gen/wav/001683_indextts_disgusted.wav,tsok tsia li khin huann,disgusted,soo tsiah ah li khin hua,8
1684,./data/wav_gen/wav/001684_indextts_sad.wav,thak liau tit tioh kah tsok tsia kang khuan e kiat lun,sad,thak tiau tit tioh kah tsok tsia kang khuan e kiat lun,1
1685,./data/wav_gen/wav/001685_indextts_disgusted.wav,lin lui e lik su tio si tsit pho put khuan iong su,disgusted,lin lui e li su tioh si tsit pho put khuan iong su,2
1686,./data/wav_gen/wav/001686_indextts_sad.wav,lin lui put tuan tiong hok sim kuann kheh eh,sad,lin lui put tuan tiong hok sim kuann kheh,3
1687,./data/wav_gen/wav/001687_indextts_surprised.wav,bo huat too tsiap lap kah ka ki bo kang khuan siunn huat e tsok ui,surprised,bo huat too tsip lap，kah ka ki bo kang khuan siunn huat e，tsoo ui,4
1688,./data/wav_gen/wav/001688_indextts_happy.wav,na si kah gua bo sio kang,happy,na si kah gua bo sio kang,0
1689,./data/wav_gen/wav/001689_indextts_angry.wav,tio si li si gua uah,angry,tioh si li si uah uah,3
1690,./data/wav_gen/wav/001690_indextts_surprised.wav,tse pau kuat tse tse soo ui ia soo tai gian lin e lin lui,surprised,tse pau kuah tse tse soo i ia soo tai gian ning e lin lui,4
1691,./data/wav_gen/wav/001691_indextts_surprised.wav,lin lui kau tann e lik su,surprised,lin lui kau tah e lik su,2
1692,./data/wav_gen/wav/001692_indextts_sad.wav,tshit tsap e tshit pian long si bo liau sia bo khuan iong bo guan liong,sad,tshit tsap e tshit pian long si bo liau sia，bo khuan iong bo guan liong,1
1693,./data/wav_gen/wav/001693_indextts_disgusted.wav,lin lui ko lian si kau tse thian pian e,disgusted,lin lui ko lian si kau tse thian pian e,0
1694,./data/wav_gen/wav/001694_indextts_fearful.wav,pi tik mng ia soo kong,fearful,pi ti mng iah soo kong,2
1695,./data/wav_gen/wav/001695_indextts_disgusted.wav,kau tse thian tshit tsap tshit pian,disgusted,kau tse thian tshit tsap tshit pian,0
1696,./data/wav_gen/wav/001696_indextts_angry.wav,pian lai pian khi ma si kau,angry,pian na pian khi ma si kau,2
1697,./data/wav_gen/wav/001697_indextts_sad.wav,loo sin lim tsiong e si,sad,loo sin lin tsiong e si,1
1698,./data/wav_gen/wav/001698_indextts_happy.wav,siunn tioh se hng lang e thuan thong,happy,tsiunn tioh sian hng lang e thuan thong,4
1699,./data/wav_gen/wav/001699_indextts_angry.wav,thiann kong si tsin tsing ai guan liong tsit si lang tit tse lan e lang,angry,hia kong si tsin tsing，ai kuan liong tsit sit lang ti tse lan e lang,7
1700,./data/wav_gen/wav/001700_indextts_sad.wav,thang ho ong sing,sad,thang kho ong sing,1
1701,./data/wav_gen/wav/001701_indextts_disgusted.wav,m koh i it tit siunn suah lu siunn lu tse guan liong be liau,disgusted,m koo i it ti siunn，tsua lu siunn lu tse guan liong be liau,5
1702,./data/wav_gen/wav/001702_indextts_disgusted.wav,tio kong tit tse gua e lang sit tsai siunn tse ah,disgusted,tioh kong ti tse ua e lang tsit tsai siunn tse a,5
1703,./data/wav_gen/wav/001703_indextts_surprised.wav,bo in ma mai guan liong gua lah,surprised,bo，i ma mai uan liong ua lah,4
1704,./data/wav_gen/wav/001704_indextts_angry.wav,an ne tak ke tshe penn tsun suah,angry,an ne tak ke tshai pe tsun tsuah,5
1705,./data/wav_gen/wav/001705_indextts_angry.wav,gua i king guan liong tui hong tshit pian ah,angry,gua i king guan niong tui hong tshit pian ah,1
1706,./data/wav_gen/wav/001706_indextts_happy.wav,gua siunn tan beh tng khui tsiah lai liau sia,happy,gua siunn tam e tng khui tsiah lai liau siah,4
1707,./data/wav_gen/wav/001707_indextts_surprised.wav,kiam tshai u si bo kau si kan,surprised,kiam tshai u si bo kau si kan,0
1708,./data/wav_gen/wav/001708_indextts_angry.wav,be hu thang uan sing,angry,be hu thang huan sing,1
1709,./data/wav_gen/wav/001709_indextts_angry.wav,in ui liau sia su iau tsit tuann si kan,angry,in ui liau sia su iau tsit tua si kam,3
1710,./data/wav_gen/wav/001710_indextts_fearful.wav,tshin tshiunn lian tan an ne,fearful,tshin tsiunn lian tan an ne,1
1711,./data/wav_gen/wav/001711_indextts_disgusted.wav,su iau tshit tshit si tsap kau kang leh,disgusted,su iau，tshit tshit si tsa kak kang leh,3
1712,./data/wav_gen/wav/001712_indextts_disgusted.wav,li kam khai si tui kiu liau sia tsit mng ge sut ah,disgusted,li kam khai si tui kiu liau siah，tsit mng ke sut lah,4
1713,./data/wav_gen/wav/001713_indextts_happy.wav,tioh ai liong tsa ooh,happy,tioh ai liong tsa oo,1
1714,./data/wav_gen/wav/001714_indextts_neutral.wav,an ne kam bo kau,neutral,an ne kam boo kau,1
